target_id	ens_gene	ext_gene	biotype	log2FC	qval
MSTRG.11118.2	NA	NA	NA	0.579837177577601	0.00783926108961489
ENST00000689093.1	ENSG00000122126	OCRL	nonsense_mediated_decay	0.647384895027355	0.00785121289840133
ENST00000532302.1	ENSG00000135373	EHF	protein_coding	3.67138991646119	0.00786145965106918
ENST00000560014.5	ENSG00000182718	ANXA2	nonsense_mediated_decay	0.544825495544192	0.00787044304954439
ENST00000506979.1	ENSG00000004399	PLXND1	protein_coding	0.677645940888083	0.00787044304954439
ENST00000505074.5	ENSG00000196923	PDLIM7	protein_coding	-1.03751379139056	0.00788166246741084
ENST00000253063.4	ENSG00000130766	SESN2	protein_coding	-0.420100127430531	0.00788166246741084
MSTRG.27534.2	NA	NA	NA	0.541554674288473	0.00788657029649668
ENST00000265806.12	ENSG00000104679	R3HCC1	protein_coding	0.401108721497366	0.00789987975628849
ENST00000396070.6	ENSG00000156482	RPL30	protein_coding	0.336394968646497	0.00791145488655398
MSTRG.25479.40	NA	NA	NA	0.457551905249852	0.00791856937240809
MSTRG.24308.6	NA	NA	NA	3.22611363616864	0.00792113446344487
ENST00000373880.9	ENSG00000165443	PHYHIPL	protein_coding	2.11584992187713	0.00799624116978604
ENST00000367109.8	ENSG00000143479	DYRK3	protein_coding	-0.365868940234588	0.00800558732909594
ENST00000550542.5	ENSG00000110880	CORO1C	nonsense_mediated_decay	-1.12863228497126	0.00800564773947792
ENST00000480662.2	ENSG00000138326	RPS24	retained_intron	-0.390762393746742	0.00800697050829056
ENST00000391975.5	ENSG00000115677	HDLBP	protein_coding	-0.478922882077752	0.00800741645454881
ENST00000354914.8	ENSG00000168079	SCARA5	protein_coding	-0.910476546746341	0.00801612628760468
MSTRG.23984.4	NA	NA	NA	0.617693571598641	0.00801711837428741
ENST00000475092.4	ENSG00000223658	C1GALT1C1L	protein_coding	-1.03161294073271	0.0080214195417032
MSTRG.27372.7	NA	NA	NA	0.49263233642391	0.00803284911999268
ENST00000257497.11	ENSG00000135046	ANXA1	protein_coding	0.623163304276386	0.00803872392572801
MSTRG.14528.6	NA	NA	NA	0.678172708363088	0.00804095994428999
MSTRG.19290.3	NA	NA	NA	0.610061616990906	0.00806163483544518
MSTRG.24775.3	NA	NA	NA	-0.47148228139063	0.00806393174035734
ENST00000322536.8	ENSG00000178105	DDX10	protein_coding	-0.298626933363769	0.00806810597793198
ENST00000216014.9	ENSG00000100196	KDELR3	protein_coding	-0.69362760297556	0.0080730213977202
ENST00000359707.9	ENSG00000138757	G3BP2	protein_coding	0.417054495621218	0.00807328786810824
MSTRG.19470.6	NA	NA	NA	0.694182812203097	0.00807328786810824
MSTRG.8659.17	NA	NA	NA	0.258311688937277	0.00807569897567116
ENST00000270792.10	ENSG00000142669	SH3BGRL3	protein_coding	-0.502579563613785	0.0080772409054538
MSTRG.12578.16	NA	NA	NA	-0.49590652750634	0.0080772409054538
ENST00000687700.1	ENSG00000155506	LARP1	protein_coding	0.9907021390392	0.00808424167980719
ENST00000270066.11	ENSG00000105771	SMG9	protein_coding	0.417260861378585	0.00808925084822457
ENST00000540876.1	ENSG00000165376	CLDN2	protein_coding	1.18021627023786	0.00808925084822457
ENST00000463920.5	ENSG00000160710	ADAR	retained_intron	4.70784624681944	0.0080954156666509
ENST00000240185.8	ENSG00000120948	TARDBP	protein_coding	0.324547995171719	0.0081023725950827
ENST00000678816.1	ENSG00000135316	SYNCRIP	protein_coding	1.01430798134485	0.0081118492137525
MSTRG.13994.5	NA	NA	NA	0.545437073556367	0.0081118492137525
MSTRG.935.2	NA	NA	NA	-0.800708200663022	0.00814129777822191
ENST00000579674.1	ENSG00000167543	TP53I13	retained_intron	-0.746957454022452	0.00814230749337802
ENST00000534030.1	ENSG00000177700	POLR2L	nonsense_mediated_decay	-0.392807657362402	0.0081464531050949
ENST00000401738.3	ENSG00000143924	EML4	protein_coding	1.00815061193724	0.00816780549392807
MSTRG.17165.5	NA	NA	NA	-0.559579165260043	0.00818329257833007
ENST00000546834.5	ENSG00000197324	LRP10	protein_coding	0.773591355425888	0.00820874457642198
ENST00000381227.5	ENSG00000047315	POLR2B	protein_coding	0.570368900710844	0.00821236794076805
ENST00000344147.10	ENSG00000121766	ZCCHC17	protein_coding	-0.398956068788477	0.00821720007994588
ENST00000637760.3	ENSG00000291061		lncRNA	1.37035596677718	0.00821844929981533
ENST00000530582.5	ENSG00000166387	PPFIBP2	protein_coding_CDS_not_defined	1.3888306861261	0.00822122884055103
ENST00000261858.7	ENSG00000138604	GLCE	protein_coding	-0.393806444868671	0.00822150804912348
ENST00000488687.5	ENSG00000068878	PSME4	retained_intron	0.605843792031127	0.00822244246248081
ENST00000248071.6	ENSG00000127528	KLF2	protein_coding	0.913987613504457	0.00822800706772828
ENST00000436530.1	ENSG00000225680		lncRNA	2.93333440983203	0.00822880107819548
ENST00000451562.5	ENSG00000196262	PPIA	protein_coding	-0.255860802159325	0.00824932578092718
ENST00000488010.5	ENSG00000144747	TMF1	nonsense_mediated_decay	-0.385308157682174	0.00824932578092718
ENST00000355772.8	ENSG00000126746	ZNF384	protein_coding	0.748047290134155	0.0082500046210028
ENST00000621878.4	ENSG00000277936	MRPL45	protein_coding	-0.256956711940539	0.00825329685265783
ENST00000243056.5	ENSG00000123364	HOXC13	protein_coding	0.730097059523899	0.00827166045058331
MSTRG.29439.9	NA	NA	NA	4.1395200348912	0.00827328591271205
ENST00000554325.1	ENSG00000100823	APEX1	nonsense_mediated_decay	1.31694752622328	0.00827802167376946
MSTRG.17516.15	NA	NA	NA	-1.01653717588684	0.00830327053320753
ENST00000683906.1	ENSG00000198561	CTNND1	retained_intron	1.00507561321571	0.0083454209042619
ENST00000305231.12	ENSG00000171234	UGT2B7	protein_coding	1.33373491817628	0.00837513545522524
ENST00000541954.1	ENSG00000184967	NOC4L	protein_coding	2.07436580673858	0.00839419591108428
MSTRG.6831.7	NA	NA	NA	-3.67017954751374	0.00840034526802015
ENST00000376236.9	ENSG00000077420	APBB1IP	protein_coding	-4.13629136454094	0.00840232127890012
MSTRG.21810.14	NA	NA	NA	1.0534886276289	0.0084207193971435
ENST00000287263.8	ENSG00000156675	RAB11FIP1	protein_coding	0.339086382731242	0.00842528989270656
ENST00000318560.6	ENSG00000097007	ABL1	protein_coding	-0.271532798816946	0.0084261377568177
ENST00000406870.7	ENSG00000113916	BCL6	protein_coding	0.721386704882719	0.0084261377568177
ENST00000379263.8	ENSG00000105821	DNAJC2	protein_coding	-0.276584261653183	0.0084286713166404
ENST00000373555.9	ENSG00000136935	GOLGA1	protein_coding	0.450270229710164	0.00843860747520563
ENST00000419472.1	ENSG00000197969	VPS13A	protein_coding	0.705782325554011	0.00844201539127533
ENST00000534579.5	ENSG00000198561	CTNND1	protein_coding	0.842228533017729	0.0084427734797979
ENST00000415803.2	ENSG00000164542	MATCAP2	protein_coding	1.04864415643537	0.00844397991859205
ENST00000354694.12	ENSG00000100029	PES1	protein_coding	-0.241033971968978	0.0084455100211239
ENST00000615958.4	ENSG00000151023	ENKUR	protein_coding	1.92321336155425	0.00846255316524666
ENST00000373053.8	ENSG00000156026	MCU	protein_coding	0.451847183534729	0.00846699898322913
ENST00000453444.6	ENSG00000138162	TACC2	protein_coding	4.66628427149856	0.00846739713913951
ENST00000581583.1	ENSG00000176225	RTTN	retained_intron	-3.64814618929143	0.0084743129339265
ENST00000336112.9	ENSG00000143970	ASXL2	protein_coding	-0.499798172230574	0.0084783752044028
ENST00000557154.6	ENSG00000100650	SRSF5	protein_coding	0.920731371049479	0.0084823276566677
ENST00000217026.5	ENSG00000101057	MYBL2	protein_coding	0.279607250840605	0.00852639726981527
MSTRG.13118.46	NA	NA	NA	0.650800989009252	0.00853049846261308
MSTRG.9448.4	NA	NA	NA	0.56840267819702	0.00854410115595765
ENST00000340093.8	ENSG00000011422	PLAUR	protein_coding	0.526460446930929	0.00855266198658063
ENST00000441917.6	ENSG00000089053	ANAPC5	protein_coding	0.35942981899982	0.00855691289122293
ENST00000369750.4	ENSG00000146242	TPBG	protein_coding	-0.448503330821623	0.00855760941034293
ENST00000648020.2	ENSG00000171793	CTPS1	nonsense_mediated_decay	0.895824335962226	0.00856187402874617
ENST00000695493.1	ENSG00000126883	NUP214	retained_intron	1.09704171192623	0.0085657222633627
MSTRG.28043.5	NA	NA	NA	0.582768780640505	0.00857945230235935
ENST00000335459.9	ENSG00000186854	TRABD2A	protein_coding	-3.37862010362562	0.0085928937014796
ENST00000413388.2	ENSG00000109062	NHERF1	protein_coding	0.902187036758389	0.00860037999063663
ENST00000554401.1	ENSG00000080824	HSP90AA1	nonsense_mediated_decay	-0.881441429973028	0.00860078294490266
ENST00000496942.5	ENSG00000188130	MAPK12	retained_intron	-0.511459587374136	0.00861112407680017
ENST00000452755.6	ENSG00000134668	SPOCD1	protein_coding	-3.14784445710443	0.00861570701385165
ENST00000583408.5	ENSG00000108651	UTP6	retained_intron	-0.330878498649285	0.00862216149079594
ENST00000682745.1	ENSG00000157399	ARSL	protein_coding_CDS_not_defined	0.87000817262922	0.00862216149079594
ENST00000684112.1	ENSG00000288701	PRRC2B	protein_coding_CDS_not_defined	0.504141484936849	0.00862367483476638
ENST00000562281.1	ENSG00000140511	HAPLN3	protein_coding	-2.70767743963989	0.00862702584036936
ENST00000622371.1	ENSG00000150403	TMCO3	protein_coding	0.728496869943883	0.00862847835089823
ENST00000546373.5	ENSG00000135678	CPM	protein_coding	-0.800326322804991	0.00862847835089823
ENST00000557421.7	ENSG00000125375	DMAC2L	protein_coding	0.458569704818531	0.00863782801657734
ENST00000498713.1	ENSG00000206560	ANKRD28	protein_coding_CDS_not_defined	-0.5555551700277	0.00864216877476942
ENST00000395069.3	ENSG00000178401	DNAJC22	protein_coding	3.04440920592355	0.00865168301988829
ENST00000380737.8	ENSG00000221914	PPP2R2A	protein_coding	0.349006561880689	0.00866100119742311
ENST00000601296.2	ENSG00000268858		lncRNA	-0.47777335996067	0.00866854418395794
ENST00000677800.1	ENSG00000123815	COQ8B	nonsense_mediated_decay	0.884206356715071	0.00868672589234995
ENST00000603798.6	ENSG00000170545	SMAGP	protein_coding	1.0160322910439	0.00870362426989929
ENST00000511049.5	ENSG00000153113	CAST	protein_coding	-4.43995896205895	0.00870362426989929
ENST00000304611.13	ENSG00000124587	PEX6	protein_coding	-0.404312496287718	0.00871096870142457
ENST00000276282.7	ENSG00000147324	MFHAS1	protein_coding	0.509707647636779	0.00871096870142457
ENST00000515748.2	ENSG00000113712	CSNK1A1	protein_coding	1.18724089127275	0.00872235215960405
ENST00000441152.3	ENSG00000180525	DIP2C-AS1	lncRNA	1.98340268113356	0.00872583920408416
ENST00000266563.9	ENSG00000139197	PEX5	protein_coding	0.325155509054411	0.00872643736501318
MSTRG.4497.16	NA	NA	NA	1.03829992174392	0.00873113504347718
ENST00000707109.1	ENSG00000168958	MFF	protein_coding	-0.531586683808168	0.00876124671252824
ENST00000652388.1	ENSG00000138614	INTS14	protein_coding	5.18247670981968	0.00876480670874004
ENST00000504524.5	ENSG00000004399	PLXND1	retained_intron	0.761597231665214	0.00876795494013002
ENST00000340384.5	ENSG00000188229	TUBB4B	protein_coding	-0.248250512554566	0.00877204940894055
ENST00000559066.5	ENSG00000092445	TYRO3	protein_coding	0.37895049921027	0.00879792476266026
ENST00000636699.1	ENSG00000283378	CNTNAP3C	protein_coding	0.791915119269734	0.00879792476266026
ENST00000268182.10	ENSG00000140575	IQGAP1	protein_coding	-0.231449331379577	0.00879952670790412
MSTRG.24199.3	NA	NA	NA	2.14823183195407	0.00879952670790412
ENST00000502453.1	ENSG00000113387	SUB1	retained_intron	0.62693543211689	0.00880788748084055
ENST00000289382.8	ENSG00000158435	CNOT11	protein_coding	-0.271430174199651	0.00882260744116536
MSTRG.14645.4	NA	NA	NA	0.638453401786175	0.00882394482876201
ENST00000375773.6	ENSG00000115919	KYNU	protein_coding	-0.60624210190665	0.00888720003504488
ENST00000397317.8	ENSG00000181885	CLDN7	protein_coding	1.41570232093016	0.00889119854288057
ENST00000405308.6	ENSG00000110492	MDK	protein_coding	0.980832100348656	0.00890714275667861
MSTRG.29079.1	NA	NA	NA	-0.238119776548824	0.00890972579925169
ENST00000222543.11	ENSG00000105825	TFPI2	protein_coding	0.281286048299417	0.00891640528984128
ENST00000644850.1	ENSG00000196776	CD47	protein_coding	-0.604056522040082	0.00892261277233125
ENST00000419255.6	ENSG00000075223	SEMA3C	protein_coding	-0.419820124415567	0.00893198530299307
ENST00000561027.1	ENSG00000137819	PAQR5	protein_coding_CDS_not_defined	-3.01860747974612	0.00893198530299307
ENST00000649031.1	ENSG00000106031	HOXA13	protein_coding	-0.446077083904114	0.00893198530299307
ENST00000406606.7	ENSG00000160293	VAV2	protein_coding	-0.266687619447401	0.00893198530299307
MSTRG.16667.3	NA	NA	NA	0.240016132136262	0.00893198530299307
ENST00000526950.2	ENSG00000198431	TXNRD1	protein_coding	0.642792726319484	0.00894228662415037
ENST00000541960.5	ENSG00000139112	GABARAPL1	nonsense_mediated_decay	1.36745123470127	0.00895167703524527
ENST00000395260.3	ENSG00000182010	RTKN2	protein_coding	0.694698432786651	0.00895357882383539
ENST00000690799.1	ENSG00000113719	ERGIC1	nonsense_mediated_decay	-0.960665595009861	0.00895357882383539
ENST00000531391.5	ENSG00000166473	PKD1L2	protein_coding	-0.984290136495807	0.00895515875152025
ENST00000410058.1	ENSG00000188064	WNT7B	protein_coding	-1.40965693986138	0.00898232964749426
ENST00000262461.7	ENSG00000064651	SLC12A2	protein_coding	1.5747896230407	0.00898459704713482
MSTRG.25117.3	NA	NA	NA	0.449528151368319	0.00898594070005183
ENST00000217320.8	ENSG00000101342	TLDC2	protein_coding	3.55065647796166	0.00900694973071607
MSTRG.24829.8	NA	NA	NA	0.608476884928304	0.00901509827131624
MSTRG.5365.4	NA	NA	NA	-0.492503640410559	0.00901509827131624
ENST00000547993.5	ENSG00000187109	NAP1L1	retained_intron	1.32752779498577	0.00902019644385898
ENST00000421367.7	ENSG00000107566	ERLIN1	protein_coding	-0.256488909920273	0.00902339972198511
MSTRG.2174.43	NA	NA	NA	-4.86693738815292	0.00902339972198511
ENST00000645674.2	ENSG00000171863	RPS7	protein_coding	-0.345623095895184	0.00902410780409744
ENST00000484285.2	ENSG00000204860	FAM201A	lncRNA	0.624136710582528	0.00905434524574992
ENST00000381271.7	ENSG00000087448	KLHL42	protein_coding	0.261371518130429	0.00905845377142636
ENST00000396801.7	ENSG00000126746	ZNF384	protein_coding	0.758303108918225	0.00905845377142636
ENST00000669422.1	ENSG00000235437	LINC01278	lncRNA	0.672835371286909	0.00907156663613566
ENST00000337303.8	ENSG00000163939	PBRM1	protein_coding	-1.64871352809823	0.00908437247887049
ENST00000467324.5	ENSG00000211460	TSN	nonsense_mediated_decay	-0.571147631131495	0.00908777229418559
ENST00000481714.1	ENSG00000119865	CNRIP1	protein_coding_CDS_not_defined	-3.0635259387141	0.0090941521205845
ENST00000623287.4	ENSG00000239900	ADSL	nonsense_mediated_decay	-4.53724671967874	0.00909969788501074
ENST00000419769.6	ENSG00000107938	EDRF1	nonsense_mediated_decay	0.825371040042188	0.00909969788501074
ENST00000504170.2	ENSG00000155329	ZCCHC10	protein_coding	0.973228348853396	0.00910010484217738
ENST00000322507.13	ENSG00000111799	COL12A1	protein_coding	-1.28405030344901	0.00911676653417155
ENST00000590693.5	ENSG00000176014	TUBB6	protein_coding	-1.29740290634208	0.00912114664471475
ENST00000265663.12	ENSG00000165802	NSMF	protein_coding	-0.401953957188508	0.00912146750771332
ENST00000696338.1	ENSG00000115392	FANCL	retained_intron	-4.50131228036536	0.00912146750771332
MSTRG.22272.1	NA	NA	NA	0.640775414576587	0.00912146750771332
ENST00000564785.5	ENSG00000140400	MAN2C1	retained_intron	0.497118994974942	0.00912181379607102
ENST00000355194.9	ENSG00000185760	KCNQ5	protein_coding	-4.2118996989133	0.00912811361917827
ENST00000357429.10	ENSG00000146540	C7orf50	protein_coding	-0.349561918164151	0.0091485722179326
MSTRG.26775.1	NA	NA	NA	0.288571362640038	0.00916013826175942
ENST00000375772.7	ENSG00000179222	MAGED1	protein_coding	0.329681440741879	0.00918879026175466
ENST00000610076.1	ENSG00000162687	KCNT2	protein_coding_CDS_not_defined	2.93508297737855	0.00920970938770611
ENST00000353379.12	ENSG00000185324	CDK10	protein_coding	0.718921037861843	0.00921273421225077
ENST00000491192.1	ENSG00000135046	ANXA1	protein_coding_CDS_not_defined	0.844283950694946	0.0092179070417871
ENST00000340438.6	ENSG00000189369	GSPT2	protein_coding	-0.361804098863431	0.0092179070417871
MSTRG.5220.2	NA	NA	NA	-0.296658953901777	0.00922074182950216
ENST00000524180.5	ENSG00000169045	HNRNPH1	protein_coding_CDS_not_defined	0.537833569547493	0.00922741042977816
MSTRG.16014.2	NA	NA	NA	0.684115332906513	0.00923913801696494
ENST00000276052.10	ENSG00000102225	CDK16	protein_coding	5.14627770055425	0.00924342371288991
ENST00000423725.5	ENSG00000023228	NDUFS1	protein_coding	-0.538839251338963	0.00924342371288991
MSTRG.1976.10	NA	NA	NA	-0.613767156162277	0.00924601121029327
ENST00000217890.10	ENSG00000006756	ARSD	protein_coding_CDS_not_defined	0.780795901909996	0.00924775238537309
ENST00000546511.5	ENSG00000168952	STXBP6	protein_coding	-3.34114512067667	0.00924775238537309
ENST00000422678.2	ENSG00000165410	CFL2	nonsense_mediated_decay	-0.862503822725133	0.00927295066871518
ENST00000546260.5	ENSG00000291237	SOD2	nonsense_mediated_decay	-0.302502785454576	0.00929182497647826
ENST00000603067.6	ENSG00000270647	TAF15	retained_intron	0.601925575438389	0.00930279737269759
MSTRG.11606.2	NA	NA	NA	0.636865479378181	0.00930279737269759
ENST00000360787.8	ENSG00000122566	HNRNPA2B1	nonsense_mediated_decay	0.890383177904299	0.00930837651694447
ENST00000462330.5	ENSG00000184470	TXNRD2	protein_coding	-1.38424905427444	0.00931757324765212
ENST00000377865.7	ENSG00000184226	PCDH9	protein_coding	0.300432306952341	0.00932446744141827
ENST00000373165.7	ENSG00000147180	ZNF711	protein_coding	0.641416658701568	0.00932446744141827
ENST00000641815.1	ENSG00000166900	STX3	protein_coding	0.353605049053399	0.00932446744141827
ENST00000240093.8	ENSG00000104290	FZD3	protein_coding	0.352966131305073	0.00932446744141827
MSTRG.9193.2	NA	NA	NA	0.372940837499136	0.00932446744141827
ENST00000443748.6	ENSG00000138190	EXOC6	protein_coding	0.533691798902617	0.00932484245113936
ENST00000696426.1	ENSG00000160211	G6PD	nonsense_mediated_decay	0.444189837966961	0.00932507687837046
ENST00000620305.2	ENSG00000274577	LHX1	protein_coding	0.694326126193296	0.00932848789519531
ENST00000473174.1	ENSG00000136883	KIF12	nonsense_mediated_decay	1.54538934879509	0.00932848789519531
MSTRG.6534.2	NA	NA	NA	-0.257171674636412	0.00933392651457904
ENST00000395641.2	ENSG00000176046	NUPR1	protein_coding	-0.580843029355747	0.00933522113956511
MSTRG.15516.3	NA	NA	NA	0.94056479019599	0.00933522113956511
ENST00000380656.7	ENSG00000165533	TTC8	protein_coding	-0.524049219129111	0.00933551905393898
ENST00000282251.10	ENSG00000152404	CWF19L2	protein_coding	-0.376556069957458	0.00933551905393898
